loan_id,customer_id,loan_type,loan_amount,interest_rate,emi,status,is_active
L01366,C00165,Education Loan,4161875,13.89,38067,Closed,0
L01367,C00409,Car Loan,4339289,13.92,39667,Closed,0
L01368,C00240,Gold Loan,2167152,11.3,29461,Closed,0
L01369,C00928,Car Loan,3892186,11.61,48601,Closed,0
L01370,C01171,Car Loan,2486249,7.17,15583,Active,1
L01371,C01602,Personal Loan,2459439,13.75,47981,Closed,0
L01372,C01148,Personal Loan,3259708,11.11,25550,Closed,0
L01373,C00195,Personal Loan,3012872,10.25,5977,Active,1
L01374,C00866,Business Loan,2501803,9.43,44002,Active,1
L01375,C00345,Gold Loan,2322523,13.19,7064,Active,1
L01376,C00453,Business Loan,3783970,12.66,38129,Active,1
L01377,C00091,Personal Loan,4556786,7.81,22365,Closed,0
L01378,C00804,Home Loan,2356455,7.02,28960,Active,1
L01379,C01511,Education Loan,1259735,13.33,13516,Active,1
L01380,C00716,Business Loan,3044326,8.42,30907,Active,1
L01381,C00244,Home Loan,4792962,10.85,26571,Active,1
L01382,C00372,Gold Loan,3781942,7.91,55555,Active,1
L01383,C01633,Home Loan,3677993,9.78,27156,Closed,0
L01384,C01804,Business Loan,175010,9.55,40838,Closed,0
L01385,C00439,Home Loan,2067508,10.2,46656,Active,1
L01386,C00968,Car Loan,3191448,13.88,57134,Active,1
L01387,C01942,Business Loan,4382768,8.43,50056,Closed,0
L01388,C01149,Personal Loan,4778392,8.82,11062,Closed,0
L01389,C01891,Home Loan,2384268,13.6,48160,Closed,0
L01390,C01000,Personal Loan,4947554,9.09,32225,Active,1
L01391,C01864,Business Loan,639799,10.0,16908,Closed,0
L01392,C01421,Business Loan,4437475,12.46,4919,Active,1
L01393,C00552,Education Loan,1276099,7.01,48403,Active,1
L01394,C00438,Business Loan,3763602,10.94,59696,Closed,0
L01395,C00006,Business Loan,3743808,10.33,59468,Active,1
L01396,C00648,Gold Loan,1460941,13.25,22671,Active,1
L01397,C00548,Car Loan,2136379,7.61,11279,Active,1
L01398,C01662,Personal Loan,843910,7.15,17077,Closed,0
L01399,C00967,Gold Loan,2264760,12.72,5328,Active,1
L01400,C01496,Car Loan,2260526,8.03,4569,Active,1
L01401,C00221,Gold Loan,4362390,12.98,38727,Active,1
L01402,C00486,Car Loan,1627677,7.21,32945,Active,1
L01403,C00619,Business Loan,4669817,11.5,5746,Closed,0
L01404,C01530,Car Loan,2946316,7.17,59617,Active,1
L01405,C01894,Education Loan,3054210,11.8,42259,Closed,0
L01406,C01062,Car Loan,4700417,7.68,35324,Closed,0
L01407,C01037,Business Loan,2557051,9.91,31792,Closed,0
L01408,C01120,Personal Loan,1482145,8.33,54832,Closed,0
L01409,C01988,Car Loan,1434814,12.72,3545,Closed,0
L01410,C00835,Car Loan,3923479,7.66,48648,Closed,0
L01411,C00600,Personal Loan,3295083,9.53,56621,Closed,0
L01412,C01874,Home Loan,3466210,10.05,8561,Active,1
L01413,C00553,Car Loan,263881,7.58,31374,Active,1
L01414,C01660,Home Loan,1366752,12.6,20726,Active,1
L01415,C01708,Business Loan,931552,7.71,29833,Active,1
L01416,C00935,Education Loan,1548203,12.18,4505,Closed,0
L01417,C01251,Gold Loan,1417246,9.86,14871,Active,1
L01418,C00772,Business Loan,2325379,10.28,50916,Active,1
L01419,C00321,Home Loan,3234984,8.36,54362,Closed,0
L01420,C00139,Home Loan,1147136,8.97,17048,Active,1
L01421,C01199,Car Loan,2542240,7.03,25546,Closed,0
L01422,C01759,Business Loan,3326348,9.0,40567,Closed,0
L01423,C01526,Home Loan,4173492,8.21,21158,Closed,0
L01424,C01859,Personal Loan,4177847,11.72,7475,Closed,0
L01425,C00076,Education Loan,449144,9.16,28513,Active,1
L01426,C00036,Personal Loan,3765425,8.97,21875,Closed,0
L01427,C00974,Home Loan,4888255,11.37,46712,Closed,0
L01428,C01393,Education Loan,1727403,8.97,12710,Active,1
L01429,C00521,Personal Loan,817643,7.69,4621,Closed,0
L01430,C01344,Business Loan,701089,13.04,31623,Closed,0
L01431,C01683,Car Loan,1156242,12.78,3655,Closed,0
L01432,C00118,Personal Loan,4392072,12.69,58624,Closed,0
L01433,C00355,Education Loan,1010737,12.95,17431,Closed,0
L01434,C00293,Car Loan,4155940,7.4,46741,Closed,0
L01435,C01363,Gold Loan,4822205,7.94,57462,Active,1
L01436,C00645,Gold Loan,3783738,12.59,52791,Active,1
L01437,C00863,Gold Loan,2489276,7.35,4853,Closed,0
L01438,C01742,Business Loan,4843146,9.52,13684,Closed,0
L01439,C00241,Car Loan,1913052,11.46,54557,Closed,0
L01440,C00879,Car Loan,3474579,13.42,17300,Closed,0
L01441,C00163,Business Loan,402573,12.88,12139,Active,1
L01442,C00790,Personal Loan,2071700,9.48,35380,Closed,0
L01443,C01304,Business Loan,4053409,11.34,42165,Closed,0
L01444,C00647,Education Loan,3913644,9.49,21370,Closed,0
L01445,C01352,Education Loan,4211035,9.64,31912,Closed,0
L01446,C01975,Business Loan,828258,8.54,49046,Active,1
L01447,C00805,Business Loan,2384823,13.37,16926,Active,1
L01448,C00618,Personal Loan,1403978,7.77,48983,Closed,0
L01449,C01522,Car Loan,1724381,11.91,47537,Closed,0
L01450,C01478,Car Loan,1167412,7.84,29155,Active,1
L01451,C00028,Home Loan,2432819,11.01,15559,Closed,0
L01452,C01935,Business Loan,409893,12.86,24912,Active,1
L01453,C01566,Business Loan,4752218,8.34,26968,Active,1
L01454,C01564,Car Loan,3408150,11.07,24147,Active,1
L01455,C01100,Personal Loan,4087223,9.89,16402,Closed,0
L01456,C01181,Home Loan,355063,9.25,38317,Active,1
L01457,C01568,Car Loan,815360,7.12,6240,Closed,0
L01458,C00734,Home Loan,2834192,7.41,16871,Closed,0
L01459,C00558,Car Loan,991707,8.47,31167,Closed,0
L01460,C00077,Personal Loan,2552645,8.23,50713,Active,1
L01461,C01410,Home Loan,4755491,9.33,24057,Active,1
L01462,C01932,Personal Loan,885753,8.01,52629,Active,1
L01463,C00738,Car Loan,4859654,9.5,43253,Closed,0
L01464,C01169,Personal Loan,2298066,7.49,48515,Closed,0
L01465,C00228,Education Loan,3333485,9.37,55536,Active,1
L01466,C00777,Home Loan,1040540,10.82,10154,Closed,0
L01467,C01572,Home Loan,1766518,7.91,5898,Active,1
L01468,C00310,Gold Loan,3029091,8.41,16092,Closed,0
L01469,C00146,Car Loan,2294082,13.83,48574,Active,1
L01470,C00963,Business Loan,1359130,12.76,45881,Closed,0
L01471,C00693,Home Loan,2663469,12.84,38744,Active,1
L01472,C01792,Home Loan,884691,13.05,59333,Closed,0
L01473,C01839,Education Loan,4689211,10.49,14648,Closed,0
L01474,C00237,Home Loan,4190815,8.64,3949,Active,1
L01475,C00251,Car Loan,1803040,10.82,53069,Closed,0
L01476,C00717,Home Loan,1762151,9.54,44095,Closed,0
L01477,C01899,Education Loan,1926155,7.62,46528,Active,1
L01478,C00311,Home Loan,1752100,12.62,55987,Active,1
L01479,C01988,Gold Loan,1599011,9.17,19721,Closed,0
L01480,C00778,Gold Loan,3306668,7.9,42626,Active,1
L01481,C01967,Personal Loan,3213688,13.81,8129,Closed,0
L01482,C00465,Business Loan,2365117,13.68,19899,Active,1
L01483,C01563,Education Loan,68554,7.54,22099,Closed,0
L01484,C01491,Home Loan,1149919,7.07,50097,Closed,0
L01485,C01221,Business Loan,2410409,8.8,32605,Closed,0
L01486,C00451,Business Loan,1728487,9.98,7040,Active,1
L01487,C00983,Car Loan,4376172,7.76,16243,Active,1
L01488,C00757,Personal Loan,1820950,13.72,19027,Closed,0
L01489,C01861,Business Loan,2359536,7.44,32039,Closed,0
L01490,C00228,Business Loan,296567,11.72,32383,Closed,0
L01491,C00792,Car Loan,4540367,7.99,24490,Closed,0
L01492,C01046,Gold Loan,2052855,10.54,39607,Closed,0
L01493,C00181,Personal Loan,1717014,13.24,47551,Closed,0
L01494,C01572,Business Loan,4130924,11.27,25155,Active,1
L01495,C00982,Personal Loan,401583,11.92,42084,Active,1
L01496,C00986,Personal Loan,4794778,8.75,47744,Closed,0
L01497,C00792,Personal Loan,3294321,9.98,31965,Active,1
L01498,C00201,Personal Loan,3442307,12.24,48209,Closed,0
L01499,C00506,Personal Loan,4620289,11.04,24890,Closed,0
L01500,C01003,Home Loan,1039319,11.68,14900,Active,1
L01501,C00589,Personal Loan,3058045,11.26,55334,Active,1
L01502,C01835,Business Loan,1957064,10.99,13563,Closed,0
L01503,C00349,Business Loan,1300694,13.38,37904,Active,1
L01504,C01574,Car Loan,3545317,9.58,43954,Closed,0
L01505,C00029,Car Loan,500972,8.23,46104,Closed,0
L01506,C00577,Car Loan,3911290,10.25,4221,Closed,0
L01507,C00575,Business Loan,709865,8.44,25099,Closed,0
L01508,C01071,Personal Loan,4989956,12.56,20572,Closed,0
L01509,C01904,Personal Loan,1994385,13.23,53763,Active,1
L01510,C00832,Business Loan,4387249,9.19,52657,Active,1
L01511,C01210,Personal Loan,3316336,7.19,48867,Active,1
L01512,C01787,Education Loan,1696969,10.8,12674,Active,1
L01513,C01271,Home Loan,1201907,11.1,33818,Closed,0
L01514,C00571,Car Loan,2201078,12.63,30500,Active,1
L01515,C01762,Personal Loan,1071635,11.54,57976,Closed,0
L01516,C01033,Education Loan,3074882,11.08,34117,Closed,0
L01517,C01897,Business Loan,1005978,12.74,14572,Closed,0
L01518,C00604,Car Loan,2437537,10.64,11516,Closed,0
L01519,C01015,Home Loan,4797644,12.13,25781,Active,1
L01520,C01950,Gold Loan,1070453,11.37,41492,Closed,0
L01521,C00227,Gold Loan,1956813,9.79,23330,Closed,0
L01522,C00965,Personal Loan,4902365,7.68,38545,Closed,0
L01523,C01768,Car Loan,413814,12.14,10618,Closed,0
L01524,C00916,Gold Loan,66191,10.9,16046,Active,1
L01525,C01401,Business Loan,3212567,7.77,45546,Active,1
L01526,C00723,Business Loan,4630442,7.93,46422,Closed,0
L01527,C01409,Car Loan,1481172,13.67,10684,Active,1
L01528,C00542,Car Loan,2784429,11.28,8997,Active,1
L01529,C01897,Business Loan,4793066,9.61,13563,Active,1
L01530,C01303,Gold Loan,4054726,13.32,52268,Closed,0
L01531,C01661,Education Loan,3189209,13.71,52183,Active,1
L01532,C00802,Car Loan,1091336,12.97,17266,Closed,0
L01533,C00049,Car Loan,3897979,7.3,13750,Active,1
L01534,C01769,Education Loan,1082855,11.59,13687,Closed,0
L01535,C00047,Education Loan,4324444,8.3,51019,Active,1
L01536,C00016,Personal Loan,3138088,10.6,54153,Active,1
L01537,C01994,Business Loan,3778940,13.91,43576,Closed,0
L01538,C00170,Business Loan,3678496,11.44,49016,Closed,0
L01539,C00767,Personal Loan,2269916,7.22,26735,Closed,0
L01540,C00356,Personal Loan,3097234,11.17,54779,Closed,0
L01541,C01589,Car Loan,1363324,12.94,42339,Active,1
L01542,C01253,Education Loan,4098332,12.51,14930,Closed,0
L01543,C01292,Business Loan,4675171,8.98,39720,Closed,0
L01544,C01871,Car Loan,2439784,7.95,58149,Active,1
L01545,C00659,Car Loan,4261000,12.08,32633,Active,1
L01546,C01721,Business Loan,978079,8.3,36028,Closed,0
L01547,C00918,Personal Loan,2134311,11.56,47312,Active,1
L01548,C00934,Home Loan,3644151,12.22,12576,Active,1
L01549,C00105,Home Loan,673072,10.08,42873,Closed,0
L01550,C01980,Car Loan,4051339,12.56,15381,Active,1
L01551,C01220,Car Loan,1051600,9.75,30131,Active,1
L01552,C00145,Car Loan,3599642,11.45,57905,Closed,0
L01553,C00553,Business Loan,3207788,8.44,21524,Closed,0
L01554,C00105,Personal Loan,186783,8.49,28766,Active,1
L01555,C01958,Business Loan,3635824,11.67,6532,Active,1
L01556,C00791,Gold Loan,4339596,10.18,10639,Closed,0
L01557,C00684,Business Loan,2212955,13.36,4301,Closed,0
L01558,C00464,Home Loan,4507946,11.39,29644,Closed,0
L01559,C01119,Car Loan,1580875,8.3,36701,Closed,0
L01560,C00800,Gold Loan,1083054,10.12,33286,Closed,0
L01561,C01816,Education Loan,536123,7.07,22275,Active,1
L01562,C00001,Car Loan,4754972,13.6,39503,Active,1
L01563,C01648,Business Loan,3832998,7.2,18440,Closed,0
L01564,C00182,Education Loan,774892,11.12,20644,Closed,0
L01565,C00529,Car Loan,176622,12.91,4330,Closed,0
L01566,C00102,Education Loan,2292690,13.64,19901,Active,1
L01567,C01643,Gold Loan,4015657,11.62,7704,Active,1
L01568,C01394,Car Loan,1968850,12.6,30395,Active,1
L01569,C00199,Car Loan,2806579,11.38,14952,Closed,0
L01570,C01290,Home Loan,1203177,13.63,39709,Active,1
L01571,C00111,Home Loan,3085893,10.87,10505,Active,1
L01572,C01894,Home Loan,4361341,13.82,17966,Closed,0
L01573,C00391,Home Loan,675493,12.38,44787,Closed,0
L01574,C01302,Gold Loan,1085041,9.47,11350,Active,1
L01575,C01813,Personal Loan,2255321,9.29,53471,Active,1
L01576,C01704,Business Loan,4787455,9.96,48044,Closed,0
L01577,C01608,Home Loan,1869112,10.42,53284,Closed,0
L01578,C00785,Education Loan,151532,11.6,39744,Active,1
L01579,C00787,Home Loan,3640257,7.37,25510,Active,1
L01580,C01458,Education Loan,2480721,7.2,9258,Active,1
L01581,C01107,Personal Loan,1543134,10.86,21054,Active,1
L01582,C01696,Gold Loan,865840,11.62,50523,Closed,0
L01583,C00084,Education Loan,220121,8.91,36826,Active,1
L01584,C00658,Personal Loan,899401,10.18,51409,Active,1
L01585,C01770,Car Loan,3684340,7.76,46879,Closed,0
L01586,C00321,Personal Loan,2485260,11.56,8259,Active,1
L01587,C00509,Car Loan,712049,9.05,39189,Active,1
L01588,C00284,Education Loan,4656724,10.96,56866,Closed,0
L01589,C00758,Business Loan,1888317,9.3,44683,Active,1
L01590,C00967,Personal Loan,4552939,8.43,50585,Closed,0
L01591,C01614,Business Loan,4631640,9.27,4762,Closed,0
L01592,C01986,Business Loan,2301306,9.28,29585,Closed,0
L01593,C00900,Home Loan,1855429,13.15,43600,Closed,0
L01594,C01007,Business Loan,4997166,10.0,40040,Active,1
L01595,C00370,Gold Loan,2097824,11.16,19573,Closed,0
L01596,C01677,Gold Loan,2189107,11.32,3324,Closed,0
L01597,C01336,Gold Loan,4688866,9.16,32790,Closed,0
L01598,C00513,Business Loan,569730,12.15,14051,Active,1
L01599,C00120,Education Loan,4028668,7.8,54402,Closed,0
L01600,C01343,Education Loan,2817043,13.44,5072,Active,1
L01601,C01140,Education Loan,159835,12.88,7997,Active,1
L01602,C00911,Education Loan,614829,7.22,7764,Active,1
L01603,C01424,Gold Loan,1887384,10.31,6606,Active,1
L01604,C00227,Home Loan,2439794,10.21,36334,Closed,0
L01605,C00568,Gold Loan,2172473,8.79,59178,Active,1
L01606,C01587,Gold Loan,1175285,9.44,33796,Active,1
L01607,C00184,Gold Loan,589387,10.94,54480,Closed,0
L01608,C00156,Home Loan,113522,10.98,26741,Active,1
L01609,C00824,Car Loan,4456854,11.48,11700,Active,1
L01610,C00833,Car Loan,3042228,7.62,55791,Closed,0
L01611,C00354,Gold Loan,141845,12.95,3450,Closed,0
L01612,C01316,Education Loan,2552956,12.21,9999,Closed,0
L01613,C00492,Education Loan,3785434,8.16,14714,Closed,0
L01614,C00668,Education Loan,4910842,13.75,47882,Active,1
L01615,C00161,Car Loan,4778576,8.62,21831,Active,1
L01616,C01480,Home Loan,4179298,8.41,33371,Closed,0
L01617,C01765,Gold Loan,655134,11.14,42813,Active,1
L01618,C00486,Education Loan,4006238,10.16,8793,Active,1
L01619,C00020,Personal Loan,2726184,11.83,15661,Closed,0
L01620,C01351,Car Loan,4919836,8.53,24639,Closed,0
L01621,C00235,Gold Loan,2960435,11.67,44010,Closed,0
L01622,C01177,Car Loan,379888,11.65,35432,Closed,0
L01623,C01890,Education Loan,4017655,7.94,41511,Closed,0
L01624,C01583,Business Loan,4426577,10.75,8338,Active,1
L01625,C01075,Business Loan,1261737,7.67,52050,Active,1
L01626,C00900,Education Loan,319441,9.27,53251,Closed,0
L01627,C01827,Car Loan,4541255,11.61,48016,Closed,0
L01628,C01578,Home Loan,2161848,8.01,17634,Closed,0
L01629,C01862,Education Loan,3458197,11.15,29638,Closed,0
L01630,C01465,Personal Loan,1148737,12.88,20774,Closed,0
L01631,C00783,Home Loan,4125637,12.49,14535,Closed,0
L01632,C00440,Education Loan,1115907,8.47,4864,Closed,0
L01633,C00934,Home Loan,1357375,7.81,58861,Closed,0
L01634,C00369,Business Loan,3274922,11.7,28301,Active,1
L01635,C00979,Personal Loan,2273915,8.18,39947,Active,1
L01636,C01339,Car Loan,1477175,9.78,24272,Closed,0
L01637,C00596,Education Loan,75075,11.41,44285,Closed,0
L01638,C01037,Business Loan,4868090,9.32,36185,Active,1
L01639,C00299,Home Loan,696996,11.7,56261,Active,1
L01640,C00387,Gold Loan,314764,13.45,22486,Active,1
L01641,C00195,Education Loan,2779124,13.97,22637,Closed,0
L01642,C00853,Car Loan,2986449,12.24,21560,Closed,0
L01643,C00850,Personal Loan,2216001,7.17,53817,Closed,0
L01644,C01403,Gold Loan,2492683,13.98,9326,Closed,0
L01645,C01909,Personal Loan,819524,9.97,46263,Closed,0
L01646,C01573,Car Loan,848740,10.41,6482,Active,1
L01647,C00453,Personal Loan,3746292,11.1,19859,Closed,0
L01648,C00545,Personal Loan,1029501,7.93,5563,Closed,0
L01649,C01646,Gold Loan,3360612,7.15,47186,Active,1
L01650,C01421,Business Loan,2784397,9.93,3421,Active,1
L01651,C01484,Business Loan,4927993,7.68,35630,Active,1
L01652,C01026,Business Loan,4261652,7.08,56093,Active,1
L01653,C00565,Personal Loan,570280,10.34,18399,Active,1
L01654,C01970,Business Loan,3780213,13.1,12560,Active,1
L01655,C00777,Business Loan,3604252,12.42,28659,Closed,0
L01656,C00463,Car Loan,2693289,13.23,37214,Closed,0
L01657,C01995,Home Loan,799324,12.16,49827,Active,1
L01658,C00092,Business Loan,3167155,12.52,24142,Closed,0
L01659,C01179,Home Loan,2492848,11.83,25947,Active,1
L01660,C00895,Education Loan,4953555,8.18,10240,Active,1
L01661,C00904,Home Loan,2735490,7.99,9077,Closed,0
L01662,C00252,Business Loan,3564415,10.29,46640,Closed,0
L01663,C01035,Personal Loan,4030959,7.98,4775,Active,1
L01664,C01581,Education Loan,2191393,10.79,23640,Closed,0
L01665,C00948,Home Loan,2117362,8.53,46640,Closed,0
L01666,C01135,Home Loan,4957522,11.93,16683,Closed,0
L01667,C01136,Home Loan,1963596,7.13,5326,Closed,0
L01668,C01394,Personal Loan,3270627,13.15,27379,Closed,0
L01669,C01162,Home Loan,2844291,8.72,51987,Active,1
L01670,C00016,Car Loan,4719166,12.52,8261,Closed,0
L01671,C01420,Education Loan,1436540,13.43,3216,Closed,0
L01672,C01890,Education Loan,3220557,7.65,58006,Active,1
L01673,C00072,Education Loan,595948,11.01,51713,Active,1
L01674,C01624,Education Loan,818102,10.7,16284,Active,1
L01675,C01176,Gold Loan,4596319,10.02,15646,Closed,0
L01676,C00789,Home Loan,2557684,9.5,46915,Active,1
L01677,C01134,Home Loan,4759633,10.36,26795,Active,1
L01678,C01968,Personal Loan,3941379,9.11,49743,Active,1
L01679,C00789,Gold Loan,677499,8.24,7299,Closed,0
L01680,C00341,Gold Loan,3298021,13.13,37445,Active,1
L01681,C00268,Car Loan,581634,9.3,49791,Active,1
L01682,C00137,Personal Loan,727158,12.56,54785,Active,1
L01683,C01619,Personal Loan,4632827,10.18,4126,Active,1
L01684,C01399,Education Loan,376468,12.58,45590,Active,1
L01685,C01673,Business Loan,4994111,10.11,54275,Closed,0
L01686,C01940,Education Loan,1955741,10.28,33252,Closed,0
L01687,C00893,Gold Loan,2539661,11.5,4417,Closed,0
L01688,C00758,Personal Loan,314028,10.35,53633,Closed,0
L01689,C01248,Car Loan,102195,8.35,28248,Closed,0
L01690,C01197,Car Loan,717844,8.35,18508,Active,1
L01691,C01915,Business Loan,4349444,13.05,19675,Closed,0
L01692,C00740,Personal Loan,1183599,12.76,24216,Closed,0
L01693,C01964,Business Loan,2194383,12.66,14080,Closed,0
L01694,C01776,Home Loan,2224794,7.64,18404,Closed,0
L01695,C01509,Personal Loan,1290698,9.46,23663,Closed,0
L01696,C01755,Home Loan,2022953,8.48,15437,Active,1
L01697,C00023,Car Loan,3636675,7.7,44198,Active,1
L01698,C00221,Home Loan,1088897,11.7,48844,Active,1
L01699,C01009,Personal Loan,1783380,11.88,59912,Closed,0
L01700,C00962,Gold Loan,503984,10.58,51658,Active,1
L01701,C01936,Personal Loan,3157407,12.08,14529,Active,1
L01702,C00157,Home Loan,692543,7.73,41391,Active,1
L01703,C01935,Business Loan,4657646,8.51,50897,Active,1
L01704,C01040,Education Loan,4955245,10.99,17348,Active,1
L01705,C00096,Business Loan,580338,8.32,55784,Active,1
L01706,C01291,Gold Loan,4766577,13.59,56199,Closed,0
L01707,C01684,Home Loan,1406626,7.13,52685,Active,1
L01708,C01151,Business Loan,3464278,11.6,46508,Active,1
L01709,C01118,Home Loan,2281091,8.65,53097,Closed,0
L01710,C01890,Gold Loan,4406224,9.95,38542,Active,1
L01711,C01809,Car Loan,4290348,12.02,3548,Closed,0
L01712,C01112,Business Loan,3840911,10.4,56751,Closed,0
L01713,C01025,Home Loan,3885922,9.85,35436,Active,1
L01714,C00366,Car Loan,2429909,9.93,20916,Active,1
L01715,C01901,Personal Loan,2938852,13.55,37710,Closed,0
L01716,C00557,Business Loan,2342979,7.2,50550,Active,1
L01717,C01406,Education Loan,295628,13.16,40801,Active,1
L01718,C01654,Education Loan,3175948,8.79,12496,Active,1
L01719,C01898,Gold Loan,2261357,10.88,39205,Active,1
L01720,C00186,Car Loan,3939263,9.71,40786,Active,1
L01721,C01690,Education Loan,1645741,11.53,42767,Active,1
L01722,C00688,Business Loan,3335345,9.5,36390,Closed,0
L01723,C00854,Gold Loan,4452443,12.04,9991,Closed,0
L01724,C00111,Personal Loan,2324803,10.77,19524,Closed,0
L01725,C01973,Car Loan,2770957,8.69,32797,Active,1
L01726,C01336,Personal Loan,3544637,8.33,20077,Closed,0
L01727,C01398,Education Loan,538266,10.55,7611,Active,1
L01728,C01888,Education Loan,3064558,13.86,41871,Closed,0
L01729,C00836,Home Loan,2494279,9.14,30781,Closed,0
L01730,C00765,Business Loan,2299182,13.54,6843,Closed,0
L01731,C00964,Home Loan,462185,10.38,28175,Active,1
L01732,C00197,Car Loan,168951,13.57,13928,Active,1
L01733,C01693,Gold Loan,2897058,13.26,41620,Closed,0
L01734,C00024,Education Loan,2992378,10.65,58969,Closed,0
L01735,C00356,Personal Loan,4976325,12.47,26738,Active,1
L01736,C01220,Gold Loan,2574096,9.02,31502,Active,1
L01737,C01643,Gold Loan,2326092,10.74,56200,Closed,0
L01738,C01094,Gold Loan,3362683,12.04,7346,Active,1
L01739,C01016,Car Loan,2760586,10.08,23723,Closed,0
L01740,C00825,Business Loan,1140371,10.03,16998,Closed,0
L01741,C01226,Gold Loan,149702,11.45,36240,Closed,0
L01742,C01932,Personal Loan,446579,8.55,26277,Active,1
L01743,C00953,Education Loan,2356608,9.97,56052,Closed,0
L01744,C00441,Personal Loan,2545138,13.53,40134,Closed,0
L01745,C00110,Car Loan,2885050,9.36,4947,Active,1
L01746,C01424,Gold Loan,1723510,8.45,56441,Closed,0
L01747,C01770,Personal Loan,798526,13.87,33797,Active,1
L01748,C01998,Gold Loan,4133779,11.9,43789,Closed,0
L01749,C01425,Personal Loan,860325,10.51,36198,Closed,0
L01750,C00481,Gold Loan,2208607,7.14,12520,Closed,0
L01751,C01832,Home Loan,457574,7.86,51845,Closed,0
L01752,C01981,Personal Loan,3247010,8.45,14090,Active,1
L01753,C01884,Home Loan,435749,10.11,54821,Closed,0
L01754,C00962,Education Loan,4364614,11.81,21436,Closed,0
L01755,C00289,Home Loan,3168715,12.87,11811,Active,1
L01756,C01536,Gold Loan,785720,7.63,30493,Closed,0
L01757,C01792,Business Loan,1501073,10.29,29167,Active,1
L01758,C01522,Car Loan,437586,7.56,36379,Active,1
L01759,C00580,Business Loan,3727644,12.67,31824,Closed,0
L01760,C00222,Business Loan,675599,12.75,48132,Active,1
L01761,C00949,Home Loan,3034846,13.68,54859,Active,1
L01762,C01587,Personal Loan,972709,11.13,37453,Active,1
L01763,C01516,Business Loan,4750599,12.35,33597,Closed,0
L01764,C01431,Personal Loan,2315725,8.47,42071,Closed,0
L01765,C00886,Personal Loan,3163232,10.13,9843,Closed,0
L01766,C01305,Business Loan,1702058,9.22,21355,Closed,0
L01767,C01977,Personal Loan,3964445,9.0,33202,Active,1
L01768,C00638,Gold Loan,3800990,8.3,20309,Closed,0
L01769,C01220,Personal Loan,1089575,13.13,45633,Active,1
L01770,C00906,Home Loan,1124145,8.73,30784,Closed,0
L01771,C01051,Home Loan,1266506,12.07,24728,Closed,0
L01772,C00554,Personal Loan,1890677,10.07,41607,Closed,0
L01773,C00926,Gold Loan,219875,8.9,9749,Closed,0
L01774,C01705,Gold Loan,2870442,13.42,38423,Closed,0
L01775,C00172,Personal Loan,3361820,8.89,12885,Active,1
L01776,C00754,Business Loan,324352,9.79,11362,Closed,0
L01777,C00926,Car Loan,2896171,13.6,50164,Closed,0
L01778,C00077,Home Loan,2421811,8.05,55778,Active,1
L01779,C02000,Gold Loan,4888704,10.4,48616,Closed,0
L01780,C00941,Education Loan,88290,7.48,40442,Closed,0
L01781,C01468,Education Loan,3324922,11.81,40506,Active,1
L01782,C01685,Business Loan,4799695,12.18,35336,Active,1
L01783,C00796,Gold Loan,318820,13.08,49143,Closed,0
L01784,C01192,Business Loan,398437,12.0,40159,Closed,0
L01785,C01508,Gold Loan,4525636,13.63,44216,Active,1
L01786,C01666,Home Loan,4243244,11.61,50770,Active,1
L01787,C01939,Gold Loan,2091065,10.64,3863,Active,1
L01788,C01854,Personal Loan,3437444,13.16,21381,Active,1
L01789,C01039,Gold Loan,1651596,7.57,24908,Active,1
L01790,C01466,Gold Loan,3225014,8.83,28903,Closed,0
L01791,C00586,Car Loan,2746272,9.88,15666,Active,1
L01792,C00297,Gold Loan,2809345,7.16,22997,Closed,0
L01793,C00955,Gold Loan,4432010,13.05,57384,Closed,0
L01794,C01026,Business Loan,146563,12.26,27532,Closed,0
L01795,C00537,Education Loan,2456193,8.27,4864,Active,1
L01796,C01092,Business Loan,1301683,8.57,55298,Active,1
L01797,C01356,Education Loan,839165,13.78,59656,Active,1
L01798,C01743,Gold Loan,2434694,8.35,35984,Active,1
L01799,C01616,Home Loan,2112889,13.37,33229,Active,1
L01800,C01352,Car Loan,1366276,10.75,59788,Closed,0
L01801,C01694,Home Loan,4846282,9.82,53460,Closed,0
L01802,C00649,Education Loan,1919703,10.7,25061,Active,1
L01803,C01285,Education Loan,2691045,12.89,10150,Active,1
L01804,C01916,Personal Loan,149928,10.39,8627,Closed,0
L01805,C01632,Business Loan,4608955,11.43,6125,Closed,0
L01806,C00787,Home Loan,1537442,13.4,12839,Closed,0
L01807,C01016,Gold Loan,347480,8.62,45001,Active,1
L01808,C00485,Gold Loan,1650142,10.25,4104,Active,1
L01809,C00796,Business Loan,2640325,7.07,48048,Closed,0
L01810,C00569,Personal Loan,4851201,12.75,39724,Closed,0
L01811,C00669,Car Loan,379752,10.07,41452,Active,1
L01812,C00359,Home Loan,368251,11.82,50856,Active,1
L01813,C01348,Personal Loan,2564907,8.87,54532,Active,1
L01814,C00451,Home Loan,3267016,12.9,3009,Closed,0
L01815,C00651,Gold Loan,4125897,7.38,10942,Active,1
L01816,C00835,Car Loan,65248,12.67,28041,Closed,0
L01817,C00202,Car Loan,965139,13.78,11118,Active,1
L01818,C00373,Personal Loan,2461521,7.79,46954,Active,1
L01819,C01526,Gold Loan,4891190,9.61,8106,Active,1
L01820,C00261,Personal Loan,1550660,8.36,51461,Active,1
